PROGRAM_ID,CENTER_ID,PROGRAM_NAME,PROGRAM_TIME,PROGRAM_CONTENT,PROGRAM_NUM
409,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-3부,2023-06-02 16:00 ~ 16:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
410,151,[오프라인] 나의 퍼스널컬러 찾기_퍼스널컬러 진단,2023-06-05 13:00 ~ 14:00,퍼스널컬러 진단 실습강의,
411,151,[오프라인] 나의 퍼스널컬러 찾기_퍼스널컬러 진단,2023-06-05 14:00 ~ 15:00,퍼스널컬러 진단 실습강의,
412,151,[오프라인] 나의 퍼스널컬러 찾기_퍼스널컬러 진단,2023-06-05 15:00 ~ 16:00,퍼스널컬러 진단 실습강의,
413,151,[1:1 대면] 성공적인 취업 지원 서류 준비하기-1부,2023-06-07 13:00 ~ 14:10,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
414,151,[1:1 대면] 성공적인 취업 지원 서류 준비하기-2부,2023-06-07 14:20 ~ 15:30,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
415,151,[1:1 대면] 성공적인 취업 지원 서류 준비하기-3부,2023-06-07 15:40 ~ 16:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
416,151,"[E-mail첨삭] 신입,이직자의 자기소개서 첨삭-1부",2023-06-07 14:00 ~ 14:50,입사지원 서류 컨설팅(문의처: 02-3427-1069),
417,151,"[E-mail첨삭] 신입,이직자의 자기소개서 첨삭-2부",2023-06-07 15:00 ~ 14:50,입사지원 서류 컨설팅(문의처: 02-3427-1069),
418,151,"[E-mail첨삭] 신입,이직자의 자기소개서 첨삭-3부",2023-06-07 16:00 ~ 14:50,입사지원 서류 컨설팅(문의처: 02-3427-1069),
419,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-1부,2023-06-08 14:00 ~ 14:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
420,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-2부,2023-06-08 15:00 ~ 15:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
421,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-3부,2023-06-08 16:00 ~ 16:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
422,151,"[대면상담] 신입,이직자의 자기소개서 첨삭-1부",2023-06-08 14:00 ~ 15:10,입사지원 서류 컨설팅(문의처: 02-3427-1069),
423,151,"[대면상담] 신입,이직자의 자기소개서 첨삭-2부",2023-06-08 15:20 ~ 16:30,입사지원 서류 컨설팅(문의처: 02-3427-1069),
424,151,"[대면상담] 신입,이직자의 자기소개서 첨삭-3부",2023-06-08 16:40 ~ 17:50,입사지원 서류 컨설팅(문의처: 02-3427-1069),
425,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-1부,2023-06-09 14:00 ~ 14:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
426,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-2부,2023-06-09 15:00 ~ 15:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
427,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-3부,2023-06-09 16:00 ~ 16:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
428,151,"[E-mail첨삭] 신입,이직자의 자기소개서 첨삭-1부",2023-06-09 14:00 ~ 14:50,입사지원 서류 컨설팅(문의처: 02-3427-1069),
429,151,"[E-mail첨삭] 신입,이직자의 자기소개서 첨삭-2부",2023-06-09 15:00 ~ 15:50,입사지원 서류 컨설팅(문의처: 02-3427-1069),
430,151,"[E-mail첨삭] 신입,이직자의 자기소개서 첨삭-3부",2023-06-09 16:00 ~ 16:50,입사지원 서류 컨설팅(문의처: 02-3427-1069),
431,151,[오프라인] 취준생을 위한 마음 테라피_나의 감정 달래주기,2023-06-10 15:00 ~ 17:00,취준생을 위한 ☆마음 테라피 특강☆_나의 감정 달래주기,
432,151,[오프라인] 취준생을 위한 마음 테라피_나의 정서 알아보기,2023-06-10 13:00 ~ 15:00,취준생을 위한 ☆마음 테라피 특강☆_나의 정서 알아보기,
433,151,[오프라인] 나의 퍼스널컬러 찾기_퍼스널컬러 진단,2023-06-12 13:00 ~ 14:00,퍼스널컬러 진단 실습강의,
434,151,[오프라인] 나의 퍼스널컬러 찾기_퍼스널컬러 진단,2023-06-12 14:00 ~ 15:00,퍼스널컬러 진단 실습강의,
435,151,(1:1 비대면 첨삭 진행) 한눈에 들어오는 자기소개서 완성하기-1부,2023-06-13 14:00 ~ 14:50,경험 중심의 읽기 쉬운 자기소개서 만들기 / 문의 : 02-3427-1067,
436,151,(1:1 비대면 첨삭 진행) 한눈에 들어오는 자기소개서 완성하기-2부,2023-06-13 15:00 ~ 15:50,경험 중심의 읽기 쉬운 자기소개서 만들기 / 문의 : 02-3427-1067,
437,151,(1:1 비대면 첨삭 진행) 한눈에 들어오는 자기소개서 완성하기-3부,2023-06-13 16:00 ~ 16:50,경험 중심의 읽기 쉬운 자기소개서 만들기 / 문의 : 02-3427-1067,
438,151,"[E-mail첨삭] 신입,이직자의 자기소개서 첨삭-1부",2023-06-13 14:00 ~ 14:50,입사지원 서류 컨설팅(문의처: 02-3427-1069),
439,151,"[E-mail첨삭] 신입,이직자의 자기소개서 첨삭-2부",2023-06-13 15:00 ~ 14:50,입사지원 서류 컨설팅(문의처: 02-3427-1069),
440,151,"[E-mail첨삭] 신입,이직자의 자기소개서 첨삭-3부",2023-06-13 16:00 ~ 14:50,입사지원 서류 컨설팅(문의처: 02-3427-1069),
441,151,[오프라인]성공적인 면접을 위한 이미지메이킹(메이크업중심),2023-06-13 15:00 ~ 17:00,면접용 메이크업 방법 강의 및 실습,
442,151,( 1:1 대면상담만 가능 ) 자기소개서 작성을 위한 자기 분석 및 진로 탐색 상담-1부,2023-06-14 13:00 ~ 14:10,경험 탐색을 통한 진로 방향 찾기 / 문의 : 02-3427-1067,
443,151,( 1:1 대면상담만 가능 ) 자기소개서 작성을 위한 자기 분석 및 진로 탐색 상담-2부,2023-06-14 14:20 ~ 15:30,경험 탐색을 통한 진로 방향 찾기 / 문의 : 02-3427-1067,
444,151,( 1:1 대면상담만 가능 ) 자기소개서 작성을 위한 자기 분석 및 진로 탐색 상담-3부,2023-06-14 15:40 ~ 16:50,경험 탐색을 통한 진로 방향 찾기 / 문의 : 02-3427-1067,
445,151,"[Email첨삭] 신입,이직자의 자기소개서 첨삭-1부",2023-06-14 14:00 ~ 14:50,입사지원 서류 컨설팅(문의처: 02-3427-1069),
446,151,"[Email첨삭] 신입,이직자의 자기소개서 첨삭-2부",2023-06-14 15:00 ~ 15:50,입사지원 서류 컨설팅(문의처: 02-3427-1069),
447,151,"[Email첨삭] 신입,이직자의 자기소개서 첨삭-3부",2023-06-14 16:00 ~ 16:50,입사지원 서류 컨설팅(문의처: 02-3427-1069),
448,151,(1:1 비대면 첨삭 진행) 한눈에 들어오는 자기소개서 완성하기-1부,2023-06-15 14:00 ~ 14:50,경험 중심의 읽기 쉬운 자기소개서 만들기 / 문의 : 02-3427-1067,
449,151,(1:1 비대면 첨삭 진행) 한눈에 들어오는 자기소개서 완성하기-2부,2023-06-15 15:00 ~ 15:50,경험 중심의 읽기 쉬운 자기소개서 만들기 / 문의 : 02-3427-1067,
450,151,(1:1 비대면 첨삭 진행) 한눈에 들어오는 자기소개서 완성하기-3부,2023-06-15 16:00 ~ 16:50,경험 중심의 읽기 쉬운 자기소개서 만들기 / 문의 : 02-3427-1067,
451,151,"[대면상담] 신입,이직자의 자기소개서 첨삭-1부",2023-06-15 14:00 ~ 15:10,입사지원 서류 컨설팅(문의처: 02-3427-1069),
452,151,"[대면상담] 신입,이직자의 자기소개서 첨삭-2부",2023-06-15 15:20 ~ 16:30,입사지원 서류 컨설팅(문의처: 02-3427-1069),
453,151,"[대면상담] 신입,이직자의 자기소개서 첨삭-3부",2023-06-15 16:40 ~ 17:50,입사지원 서류 컨설팅(문의처: 02-3427-1069),
454,151,[온라인] 완전히 달라진 AI 역량검사 고득점 비법,2023-06-15 15:00 ~ 17:00,☆AI 역량검사 고득점 비법☆ 특강,
455,151,"[E-mail첨삭] 신입,이직자의 자기소개서 첨삭-1부",2023-06-16 14:00 ~ 14:50,입사지원 서류 컨설팅(문의처: 02-3427-1069),
456,151,"[E-mail첨삭] 신입,이직자의 자기소개서 첨삭-2부",2023-06-16 15:00 ~ 15:50,입사지원 서류 컨설팅(문의처: 02-3427-1069),
457,151,"[E-mail첨삭] 신입,이직자의 자기소개서 첨삭-3부",2023-06-16 16:00 ~ 16:50,입사지원 서류 컨설팅(문의처: 02-3427-1069),
458,151,[오프라인] 나의 퍼스널컬러 찾기_퍼스널컬러 진단,2023-06-19 13:00 ~ 14:00,퍼스널컬러 진단 실습강의,
459,151,[오프라인] 나의 퍼스널컬러 찾기_퍼스널컬러 진단,2023-06-19 14:00 ~ 15:00,퍼스널컬러 진단 실습강의,
460,151,[오프라인] 나의 퍼스널컬러 찾기_퍼스널컬러 진단,2023-06-19 15:00 ~ 16:00,퍼스널컬러 진단 실습강의,
461,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-1부,2023-06-20 14:00 ~ 14:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
462,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-2부,2023-06-20 15:00 ~ 15:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
463,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-3부,2023-06-20 16:00 ~ 16:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
464,151,[1:1 대면] 성공적인 취업 지원 서류 준비하기-1부,2023-06-21 13:00 ~ 14:10,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
465,151,[1:1 대면] 성공적인 취업 지원 서류 준비하기-2부,2023-06-21 14:20 ~ 15:30,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
466,151,[1:1 대면] 성공적인 취업 지원 서류 준비하기-3부,2023-06-21 15:40 ~ 16:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
467,151,【특강】 AI역량검사 전격분석 특강,2023-06-21 14:00 ~ 16:00,■AI역량검사■ 개발사 채용전문가 직강!!!,
468,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-1부,2023-06-22 14:00 ~ 14:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
469,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-2부,2023-06-22 15:00 ~ 15:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
470,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-3부,2023-06-22 16:00 ~ 16:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
471,151,( 1:1 대면상담만가능 ) 자기소개서 작성을 위한 자기 분석 및 진로 탐색 상담-1부,2023-06-22 13:00 ~ 14:10,경험 탐색을 통한 진로 방향 찾기 / 문의 : 02-3427-1067,
472,151,( 1:1 대면상담만가능 ) 자기소개서 작성을 위한 자기 분석 및 진로 탐색 상담-2부,2023-06-22 14:20 ~ 15:30,경험 탐색을 통한 진로 방향 찾기 / 문의 : 02-3427-1067,
473,151,( 1:1 대면상담만가능 ) 자기소개서 작성을 위한 자기 분석 및 진로 탐색 상담-3부,2023-06-22 15:40 ~ 16:50,경험 탐색을 통한 진로 방향 찾기 / 문의 : 02-3427-1067,
474,151,(1:1 비대면 첨삭 진행) 한눈에 들어오는 자기소개서 완성하기-1부,2023-06-23 14:00 ~ 14:50,경험 중심의 읽기 쉬운 자기소개서 만들기 / 문의 : 02-3427-1067,
475,151,(1:1 비대면 첨삭 진행) 한눈에 들어오는 자기소개서 완성하기-2부,2023-06-23 15:00 ~ 15:50,경험 중심의 읽기 쉬운 자기소개서 만들기 / 문의 : 02-3427-1067,
476,151,(1:1 비대면 첨삭 진행) 한눈에 들어오는 자기소개서 완성하기-3부,2023-06-23 16:00 ~ 16:50,경험 중심의 읽기 쉬운 자기소개서 만들기 / 문의 : 02-3427-1067,
477,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-1부,2023-06-23 14:00 ~ 14:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
478,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-2부,2023-06-23 15:00 ~ 15:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
479,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-3부,2023-06-23 16:00 ~ 16:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
480,151,[오프라인] 200% 활용 가능한 이직 성공 전략_이직의 기술,2023-06-24 15:00 ~ 17:00,200% 활용 가능한 ☆이직 성공 전략☆_이직의 기술,
481,151,[오프라인] 200% 활용 가능한 이직 성공 전략_이직의 준비,2023-06-24 13:00 ~ 15:00,200% 활용 가능한 ☆이직 성공 전략☆_이직의 준비,
482,151,[오프라인] 나의 퍼스널컬러 찾기_퍼스널컬러 진단,2023-06-26 13:00 ~ 14:00,퍼스널컬러 진단 실습강의,
483,151,[오프라인] 나의 퍼스널컬러 찾기_퍼스널컬러 진단,2023-06-26 14:00 ~ 15:00,퍼스널컬러 진단 실습강의,
484,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-1부,2023-06-27 14:00 ~ 14:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
485,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-2부,2023-06-27 15:00 ~ 15:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
486,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-3부,2023-06-27 16:00 ~ 16:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
487,151,"[E-mail첨삭] 신입,이직자의 자기소개서 첨삭-1부",2023-06-27 14:00 ~ 14:50,입사지원 서류 컨설팅(문의처: 02-3427-1069),
488,151,"[E-mail첨삭] 신입,이직자의 자기소개서 첨삭-2부",2023-06-27 15:00 ~ 15:50,입사지원 서류 컨설팅(문의처: 02-3427-1069),
489,151,"[E-mail첨삭] 신입,이직자의 자기소개서 첨삭-3부",2023-06-27 16:00 ~ 16:50,입사지원 서류 컨설팅(문의처: 02-3427-1069),
490,151,[오프라인]성공적인 면접을 위한 이미지메이킹(메이크업중심),2023-06-27 15:00 ~ 17:00,면접용 메이크업 방법 강의 및 실습,
491,151,[1:1 대면] 성공적인 취업 지원 서류 준비하기-1부,2023-06-28 13:00 ~ 14:10,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
492,151,[1:1 대면] 성공적인 취업 지원 서류 준비하기-2부,2023-06-28 14:20 ~ 15:30,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
493,151,[1:1 대면] 성공적인 취업 지원 서류 준비하기-3부,2023-06-28 15:40 ~ 16:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
494,151,"[E-mail첨삭] 신입,이직자의 자기소개서 첨삭-1부",2023-06-28 14:00 ~ 14:50,입사지원 서류 컨설팅(문의처: 02-3427-1069),
495,151,"[E-mail첨삭] 신입,이직자의 자기소개서 첨삭-2부",2023-06-28 15:00 ~ 15:50,입사지원 서류 컨설팅(문의처: 02-3427-1069),
496,151,"[E-mail첨삭] 신입,이직자의 자기소개서 첨삭-3부",2023-06-28 16:00 ~ 16:50,입사지원 서류 컨설팅(문의처: 02-3427-1069),
497,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-1부,2023-06-29 14:00 ~ 14:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
498,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-2부,2023-06-29 15:00 ~ 15:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
499,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-3부,2023-06-29 16:00 ~ 16:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
500,151,"[대면상담] 신입,이직자의 자기소개서 첨삭-1부",2023-06-29 14:00 ~ 15:10,입사지원 서류 컨설팅(문의처: 02-3427-1069),
501,151,"[대면상담] 신입,이직자의 자기소개서 첨삭-2부",2023-06-29 15:20 ~ 16:30,입사지원 서류 컨설팅(문의처: 02-3427-1069),
502,151,"[대면상담] 신입,이직자의 자기소개서 첨삭-3부",2023-06-29 16:40 ~ 17:50,입사지원 서류 컨설팅(문의처: 02-3427-1069),
503,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-1부,2023-06-30 14:00 ~ 14:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
504,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-2부,2023-06-30 15:00 ~ 15:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
505,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-3부,2023-06-30 16:00 ~ 16:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
506,151,"[E-mail첨삭] 신입,이직자의 자기소개서 첨삭-1부",2023-06-30 14:00 ~ 14:50,입사지원 서류 컨설팅(문의처: 02-3427-1069),
507,151,"[E-mail첨삭] 신입,이직자의 자기소개서 첨삭-2부",2023-06-30 15:00 ~ 15:50,입사지원 서류 컨설팅(문의처: 02-3427-1069),
508,151,"[E-mail첨삭] 신입,이직자의 자기소개서 첨삭-3부",2023-06-30 16:00 ~ 16:50,입사지원 서류 컨설팅(문의처: 02-3427-1069),
509,151,[오프라인] 중고신입 재도약 취업전략,2023-06-30 16:00 ~ 18:00,중고신입을 위한 취업 준비 전략,
510,154,현직자 멘토링 링크 <마케팅편>,2023-06-01 19:00 ~ 21:00,현직자의 멘토링 프로그램,
511,154,현직자 멘토링 링크 <인사·HR편>,2023-06-02 19:00 ~ 21:00,현직자의 멘토링 프로그램,
512,158,[1:1 대면] 이력서/자소서/면접/취업상담(서류제출 필수)-1부,2023-06-01 15:00 ~ 15:50,구직에 필요한 맞춤 컨설팅(서류제출 필수),
513,158,[1:1 대면] 이력서/자소서/면접/취업상담(서류제출 필수)-2부,2023-06-01 16:00 ~ 16:50,구직에 필요한 맞춤 컨설팅(서류제출 필수),
514,158,[1:1대면] 이력서/자소서/면접/취업상담(서류제출 필수)-1부,2023-06-08 15:00 ~ 15:50,구직에 필요한 맞춤 컨설팅(서류제출 필수),
515,158,[1:1대면] 이력서/자소서/면접/취업상담(서류제출 필수)-2부,2023-06-08 16:00 ~ 16:50,구직에 필요한 맞춤 컨설팅(서류제출 필수),
516,159,[오직 ‘이메일’만] 경험 도출&역량 강화! 이력서&자기소개서 컨설팅-1부,2023-06-01 16:00 ~ 16:50,[이메일] 이력서&자기소개서 컨설팅(문의: 02-739-9050),
517,159,[온라인1:1] 화상으로 진행! 면접코칭(Google Meet)-1부,2023-06-02 10:00 ~ 10:50,면접코칭/HRcats검사(T:02-739-9051),
518,159,[온라인1:1] 화상으로 진행! 면접코칭(Google Meet)-2부,2023-06-02 14:10 ~ 15:00,면접코칭/HRcats검사(T:02-739-9051),
519,159,【특강】 AI역량검사 전격분석 특강,2023-06-07 14:00 ~ 16:00,■AI역량검사■ 개발사 채용전문가 직강!!!,
520,159,[오프라인] 경험 도출&역량 강화! 취업 지원 서류 컨설팅/면접 컨설팅-1부,2023-06-08 10:00 ~ 11:10,[오프라인] 취업 서류 컨설팅/면접 컨설팅(문의: 02-739-9050),
521,159,[오프라인] 경험 도출&역량 강화! 취업 지원 서류 컨설팅/면접 컨설팅-2부,2023-06-08 15:00 ~ 16:10,[오프라인] 취업 서류 컨설팅/면접 컨설팅(문의: 02-739-9050),
522,159,[오프라인] 경험 도출&역량 강화! 취업 지원 서류 컨설팅/면접 컨설팅-1부,2023-06-09 10:00 ~ 11:10,[오프라인] 취업 서류 컨설팅/면접 컨설팅(문의: 02-739-9050),
523,159,[대면취업상담] 면접코칭-모의면접 진행! 영상으로 녹화하여 분석!! -1부,2023-06-12 16:00 ~ 17:10,면접코칭/HRcats검사(T:02-739-9051),
524,159,6/13 이력서 사진촬영,2023-06-13 14:00 ~ 14:30,무료 이력서 사진촬영 서비스,
525,159,6/13 이력서 사진촬영,2023-06-13 14:30 ~ 15:00,무료 이력서 사진촬영 서비스,
526,159,6/13 이력서 사진촬영,2023-06-13 15:00 ~ 15:30,무료 이력서 사진촬영 서비스,
527,159,6/13 이력서 사진촬영,2023-06-13 15:30 ~ 16:00,무료 이력서 사진촬영 서비스,
528,159,6/13 이력서 사진촬영,2023-06-13 16:00 ~ 16:30,무료 이력서 사진촬영 서비스,
529,159,6/13 이력서 사진촬영,2023-06-13 16:30 ~ 17:00,무료 이력서 사진촬영 서비스,
530,159,[대면취업상담] 면접코칭-모의면접 진행! 영상으로 녹화하여 분석!! -1부,2023-06-13 14:00 ~ 15:10,면접코칭/HRcats검사(T:02-739-9051),
531,159,[대면취업상담] 면접코칭-모의면접 진행! 영상으로 녹화하여 분석!! -2부,2023-06-13 16:00 ~ 17:10,면접코칭/HRcats검사(T:02-739-9051),
532,159,[오직 ‘이메일’만] 경험 도출&역량 강화! 이력서&자기소개서 컨설팅-1부,2023-06-13 16:00 ~ 16:50,[이메일] 이력서&자기소개서 컨설팅(문의: 02-739-9050),
533,159,[오직 ‘이메일’만] 경험 도출&역량 강화! 이력서&자기소개서 컨설팅-1부,2023-06-14 16:00 ~ 16:50,[이메일] 이력서&자기소개서 컨설팅(문의: 02-739-9050),
534,159,[대면취업상담] 면접코칭-모의면접 진행! 영상으로 녹화하여 분석!! -1부,2023-06-15 14:00 ~ 15:10,면접코칭/HRcats검사(T:02-739-9051),
535,159,[대면취업상담] 면접코칭-모의면접 진행! 영상으로 녹화하여 분석!! -2부,2023-06-15 16:00 ~ 17:10,면접코칭/HRcats검사(T:02-739-9051),
536,159,[오직 ‘이메일’만] 경험 도출&역량 강화! 이력서&자기소개서 컨설팅-1부,2023-06-15 16:00 ~ 16:50,[이메일] 이력서&자기소개서 컨설팅(문의: 02-739-9050),
537,159,[온라인1:1] 화상으로 진행! 면접코칭-1부,2023-06-16 10:00 ~ 10:50,면접코칭/HRcats검사(T:02-739-9051),
538,159,[온라인1:1] 화상으로 진행! 면접코칭-2부,2023-06-16 14:10 ~ 15:00,면접코칭/HRcats검사(T:02-739-9051),
539,159,[오프라인] 경험 도출&역량 강화! 취업 지원 서류 컨설팅/면접 컨설팅-1부,2023-06-19 15:00 ~ 16:10,[오프라인] 취업 서류 컨설팅/면접 컨설팅(문의: 02-739-9050),
540,159,6/20 이력서 사진촬영,2023-06-20 14:00 ~ 14:30,무료 이력서 사진촬영 서비스,
541,159,6/20 이력서 사진촬영,2023-06-20 14:30 ~ 15:00,무료 이력서 사진촬영 서비스,
542,159,6/20 이력서 사진촬영,2023-06-20 15:00 ~ 15:30,무료 이력서 사진촬영 서비스,
543,159,6/20 이력서 사진촬영,2023-06-20 15:30 ~ 16:00,무료 이력서 사진촬영 서비스,
544,159,6/20 이력서 사진촬영,2023-06-20 16:00 ~ 16:30,무료 이력서 사진촬영 서비스,
545,159,6/20 이력서 사진촬영,2023-06-20 16:30 ~ 17:00,무료 이력서 사진촬영 서비스,
546,159,[오직 ‘이메일’만] 경험 도출&역량 강화! 이력서&자기소개서 컨설팅-1부,2023-06-20 16:00 ~ 16:50,[이메일] 이력서&자기소개서 컨설팅(문의: 02-739-9050),
547,159,[오직 ‘이메일’만] 경험 도출&역량 강화! 이력서&자기소개서 컨설팅-1부,2023-06-21 16:00 ~ 16:50,[이메일] 이력서&자기소개서 컨설팅(문의: 02-739-9050),
548,159,[오직 ‘이메일’만] 경험 도출&역량 강화! 이력서&자기소개서 컨설팅-1부,2023-06-22 16:00 ~ 16:50,[이메일] 이력서&자기소개서 컨설팅(문의: 02-739-9050),
549,159,6/27 이력서 사진촬영,2023-06-27 14:00 ~ 14:30,무료 이력서 사진촬영 서비스,
550,159,6/27 이력서 사진촬영,2023-06-27 14:30 ~ 15:00,무료 이력서 사진촬영 서비스,
551,159,6/27 이력서 사진촬영,2023-06-27 15:00 ~ 15:30,무료 이력서 사진촬영 서비스,
552,159,6/27 이력서 사진촬영,2023-06-27 15:30 ~ 16:00,무료 이력서 사진촬영 서비스,
553,159,6/27 이력서 사진촬영,2023-06-27 16:00 ~ 16:30,무료 이력서 사진촬영 서비스,
554,159,6/27 이력서 사진촬영,2023-06-27 16:30 ~ 17:00,무료 이력서 사진촬영 서비스,
555,159,[대면취업상담] 면접코칭-모의면접 진행! 영상으로 녹화하여 분석!! -1부,2023-06-27 14:00 ~ 15:10,면접코칭/HRcats검사(T:02-739-9051),
556,159,[오프라인] 경험 도출&역량 강화! 취업 지원 서류 컨설팅/면접 컨설팅-1부,2023-06-27 10:00 ~ 11:10,[오프라인] 취업 서류 컨설팅/면접 컨설팅(문의: 02-739-9050),
557,159,[오프라인] 경험 도출&역량 강화! 취업 지원 서류 컨설팅/면접 컨설팅-2부,2023-06-27 15:00 ~ 16:10,[오프라인] 취업 서류 컨설팅/면접 컨설팅(문의: 02-739-9050),
558,159,[오직 ‘이메일’만] 경험 도출&역량 강화! 이력서&자기소개서 컨설팅-1부,2023-06-28 16:00 ~ 16:50,[이메일] 이력서&자기소개서 컨설팅(문의: 02-739-9050),
559,159,[오프라인] 경험 도출&역량 강화! 취업 지원 서류 컨설팅/면접 컨설팅-1부,2023-06-30 10:00 ~ 11:10,[오프라인] 취업 서류 컨설팅/면접 컨설팅(문의: 02-739-9050),
560,159,[오프라인] 경험 도출&역량 강화! 취업 지원 서류 컨설팅/면접 컨설팅-2부,2023-06-30 15:00 ~ 16:10,[오프라인] 취업 서류 컨설팅/면접 컨설팅(문의: 02-739-9050),
561,160,[대면] 역량/직무/기업 분석 기반 자소서 컨설팅_희망직무기업분석,2023-06-01 15:00 ~ 16:00,"직무와 기업을 알아야 자소서를 쓰지?_ 맞춤형 진로, 취업컨설팅",
562,160,[대면] 역량/직무/기업 분석 기반 자소서 컨설팅_희망직무기업분석,2023-06-01 16:00 ~ 17:00,"직무와 기업을 알아야 자소서를 쓰지?_ 맞춤형 진로, 취업컨설팅",
563,160,자소서 컨설팅에 앞서 나의 재능과 강점에 맞는 직무/직업 알아보기,2023-06-01 13:00 ~ 15:00,개별 희망직무기업분석 컨설팅에 앞서 특강 형식의 직무/기업 이해 시간,
564,160,자기분석을 통한 자기 유형 탐색 및 선호 직업 찾기,2023-06-02 14:00 ~ 15:30,나를 이해하는 시간을 통해 직업 및 직업 탐색하기,
